label	sentence
0	o third party rating / reviewing service providers to carry out reviews of our services with customers if you choose to participate in reviewing or rating Alibaba products and/or services; 
0	  To our professional advisers, law enforcement agencies, insurers, government and regulatory and other organizations where we believe it is necessary to comply with applicable laws or to exercise, establish or defend our legal rights or protect your vital interests or those of any other person, we may also disclose and transfer your personal information or as otherwise required or permitted by applicable laws.
0	  To an actual or potential buyer (and its agents and advisers) in connection with any actual or proposed purchase, merger or acquisition of any part of our business, provided that we inform the buyer it must use your personal information only for the purposes disclosed in this Privacy Policy.
0	  To any other person with your consent to the disclosure.
0	    We may provide aggregated or anonymized data to third parties, but when we do so, the information we share is in a de-identified format that does not personally identify you
0	  We have established relationships with third parties and websites to offer you products and services which we do not offer and such third parties and websites include the following affiliated platforms of Alibaba.com or their operators: Alibaba Group, Taobao Marketplace, Tmall.com, Juhuasuan, AliExpress, 1688.com, Alimama, Fliggy.com, Taobao.com, Alibaba Cloud, AliOS, AliTelecom, Autonavi, UCWeb, Umeng, Xiami, DingTalk, Alipay, and Lazada
0	We offer you access to these other parties and their websites either through the use of hyperlinks to these sites from our Platform or through offering co-branded sites in which both we and other parties share the same uniform resource locator (URL), domain name or pages within a domain name on the Internet
0	In some cases you may be required to submit personal information to register or apply for products or services provided by such third parties or co-branded partners
0	This Privacy Policy does not apply to these third party sites or co-branded sites
0	The privacy policies of those other parties may differ from ours, and we have no control over the information that you submit to those third parties
0	You should read the relevant privacy policy for those third party sites and co-branded sites before responding to any offers, products or services advertised by those parties.
0	      D
3	We retain your personal information as long as we have an ongoing legitimate business need to do so for example to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws.
3	When we have no ongoing legitimate business need to process your personal information, we will either delete or anonymize it or, if this is not possible (for example, because your personal information has been stored in backup archives), then we will securely store your personal information and isolate it from any further processing until deletion is possible. 
0	      E
0	  This section explains how we use cookies and similar technologies (we'll refer to them collectively as cookies) to recognize you when you visit our Platform
0	It explains what these technologies are and why we use them, as well as your rights to control them
0	  What are cookies?
0	A cookie is a small amount of data that is sent to your browser and stored on your computer's or mobile device＊s hard drive
0	If you do not de-activate or erase the cookie, each time you use the same browser or mobile device to access the Platform, our web servers will be notified of your visit to the Platform and in turn we may have knowledge of your visit and the pattern of your usage
0	  Cookies set by the website or app owner (in this case, Alibaba.com) are called first party cookies
0	 Cookies set by parties other than the website owner are called third party cookies
0	 Third party cookies enable third party features or functionality to be provided on or through the website (e.g
0	like advertising, interactive content and analytics)
0	 The parties that set these third party cookies can recognize your device both when it visits the website in question and also when it visits certain other websites.
0	  Cookies can also be categorized as session cookies (which are erased once you close the browser or shut down the device) and persistent cookies (which remain even after closing the browser or shutting down the device/application and which are activated each time you visit the Platform)
0	 The session cookies use encrypted data to authenticate you
0	The persistent cookies do not store account numbers or passwords
0	We use both session cookies and persistent cookies
0	  Why we use cookies?
0	We use first and third party cookies for several reasons
0	Some cookies are required for technical and/or security reasons in order for our Platform to operate, and we refer to these as essential or strictly necessary cookies
0	First party cookies are mainly served to enable basic functionality on our Platform; including web analytics cookies that help us understand how users use our web pages and how we can improve their use
0	For example we use essential or strictly necessary cookies to enable us to remember goods added to your Alibaba.com shopping basket and to recognize you when you sign into your Alibaba.com account.
0	  In addition we also use social media cookies
0	You may register for Platform membership and share Platform content through social media such as Facebook and Twitter
0	Sometimes we embed videos from websites like YouTube
0	These websites have their own privacy policies which govern their use of information, which you can find on the respective websites.
0	We also use cookies to enable us to track and target the interests of Platform visitors to enhance the experience on our Platform by researching visiting patterns and conduct interest-based advertising; assisting our partners to track user visits to the Platforms; and to track progress and participation in promotions
0	We use first and third party cookies for these purposes.
0	  Cookies we use
0	The specific categories of first and third party cookies served through our Platform and the purposes they perform are described in the table below (please note that the specific cookies served may vary):
0	  Types of cookie
0	Who serves these cookies
0	Essential Cookies These cookies are strictly necessary for enabling access and use of our Platform
0	They provide necessary functionality to ensure the proper performance, security and functionality of our Platform
0	These cookies cannot be disabled.
0	Statistical Cookies: Statistical cookies including analytics cookies collect information in aggregate form to help us determine and understand how users interact with and use our Platform
0	We use this information to help us to improve and optimize our Platform and its security.
0	  Alibaba.com
0	Google Analytics (please see below for further information)
0	Personalisation and Service Cookies: These cookies are used to remember your computer or mobile device when you visit a website
0	They remember your registration and login details and your settings and preferences such as language and region
0	They are also used to ensure you don＊t have to login every time you use your browser to comment on articles and to ensure interactive services work effectively
0	Personalization cookies are also used to recommend content we think you'll be interested in by serving and measuring relevant advertising, based on what you've looked at before.
0	Personalization cookies may also include social media cookies which are used to enable you to log into our Platform using your social media accounts and to share pages and content that you find interesting on our Platform through third party social networking and other websites
0	 These cookies may also be used for advertising purposes too.
0	Google http://www.google.com 
0	  Marketing Cookies
0	Marketing cookies help us to ensure that provide you with more targeted and relevant marketing
0	We will also use marketing cookies to evaluate the effectiveness of our marketing communications by monitoring open rate and conversions.
0	Google http://www.google.com   
0	      What about other tracking technologies, like web beacons?
0	  Cookies are not the only way to recognise or track visitors to our Platform
0	 We may use other, similar technologies from time to time, like web beacons (sometimes called tracking pixels or clear gifs)
0	 These are tiny graphics files that contain a unique identifier that enable us to recognise when someone has visited our Platform or opened an e-mail that we have sent them
0	 This allows us, for example, to monitor the traffic patterns of users from one page within our Platform to another, to deliver or communicate with cookies, to understand whether you have come to our Platform from an online advertisement displayed on a third-party website, to improve site performance, and to measure the success of e-mail marketing campaigns
0	 In many instances, these technologies are reliant on cookies to function properly, and so declining cookies will impair their functioning.
0	  How can I control cookies?
0	You can determine if and how a cookie will be accepted by configuring the privacy setting of the browser you are using to access the Platform or the privacy setting of your device
0	As the means by which you can refuse cookies through your web browser controls vary from browser-to-browser, you should visit your browser's help menu for more information
0	If you adjust the privacy setting in the browser, your device will continue collecting data unless you adjust the privacy setting of the device, and vice versa.
0	  You have the right to decide whether to accept or reject cookies
0	If you choose to set your web browser controls to reject cookies, you may still use our website though your access to some functionality and areas of our website may be restricted.
0	  You can also control your cookie preferences though the Cookie Preferences Tool https://buyercentral.alibaba.com/privacy/cookie_setting.htm.
0	In addition, most advertising networks offer you a way to opt out of targeted advertising
0	 If you would like to find out more information, please visit http://www.aboutads.info/choices/ or http://www.youronlinechoices.com
0	Alternatively you can follow the applicable links of the respective third party personalization cookie provided in the table above for details of how to opt out of use of particular advertising or personalization cookies.
0	    Certain features of the Platform depend on cookies
0	Please be aware that if you choose to block cookies, you may not be able to sign in or use those features, and preferences that are dependent on cookies may be lost
0	  Google Analytics (More information) Our Platform uses Google Analytics, an internet analytics service provided by Google, Inc
0	Google's cookies allow us analyze use of the Platform by telling us which pages our users are viewing, which ones are most popular, what time of day our Platform are visited, if users have previously visited our Platform, from which website users are redirected to our Platform were and the like
0	The data generated by the cookie about your use of the Platform will be transmitted to Google and stored by Google on servers in the United States.
0	  The Platform uses an anonymization tool of IP addresses so that the IP addresses are truncated within the territory of the Member States of the European Union and the other members of the agreement on the European Economic Area
0	The non-truncated IP address are only exceptionally transmitted to Google＊s servers in the US and then truncated there.
0	  Google uses the data on behalf of Alibaba.com to evaluate your use of the Platform, to compile reports on website activity for the website operators and for other website activity and internet usage services
0	Google may disclose this information to third parties under the terms of the law or for further processing by third parties on behalf of Google
0	For more information about Google Analytics cookies, visit:
0	  o   the Google Help pages and Privacy Policy: Google Privacy Policy:  
0	     https://policies.google.com/privacy; and
0	o   the Google Analytics Help Center:
0	          The IP address that your browser will pass on to Google Analytics will not be associated with any other data stored by Google
0	Through your browser settings, you can block cookies; however, this can lead to problems with the use of some functionalities of the website
0	Through the add-on Google Analytics Opt-out you can through your current web browser opt-out to the use of Google Analytics from then on: http://tools.google.com/dlpage/gaoptout?hl=en
0	More information can be found here: https://support.google.com/analytics/answer/6004245 
0	      F
0	CHANGES TO THIS PRIVACY POLICY
0	  We may update this Privacy Policy from time to time in response to changing legal, technical or business developments
0	When we update our Privacy Policy, we will take appropriate measures to inform you, consistent with the significance of the changes we make
0	 We will obtain your consent to any material Privacy Policy changes if and where this is required by applicable data protection laws.
0	 Any changes to this Privacy Policy will be communicated by us posting an amended Privacy Policy on the Platform
0	Once posted on the Platform, the new Privacy Policy will be effective immediately
0	You can see when this Privacy Notice was last updated by checking the ※last updated§ date displayed at the top of this Privacy Notice
0	      G
0	VISITORS FROM THE EUROPEAN UNION
0	  This section of the Privacy Policy applies only if you use our Platform or services covered by this Privacy Policy from a country that is a Member State of the European Union and in the event of and from the date of the UK's departure from the European Union, the United Kingdom (the EEA), and supplements the information in this Privacy Policy
0	  If you are in the EEA the data controller of your personal information is Alibaba.com Singapore E-Commerce Private Limited (incorporated in Singapore with Company Reg
0	For contact details, please see section H
0	HOW TO CONTACT US below
0	  Legal basis for data processing
0	  We process personal information for the purposes set out in this Privacy Policy, as described above
0	Our legal basis for processing personal information will depend on the personal information concerned and the specific context in which we collect it
0	However, we will normally collect and process personal information about you only where it is:
0	  necessary for providing the services pursuant to the agreement between you and Alibaba.com Singapore E-Commerce Private Limited and/or its affiliates (for example, to provide you with the services you request and to identify and authenticate you so you may use the Platform);
0	  necessary to comply with legal requirements (for example, to comply with applicable accounting rules and to make mandatory disclosures to law enforcement);
0	  necessary for our legitimate interests and not overridden by your rights; and/or
0	  where it is based on your consent.
0	  If we collect and use your personal information in reliance on our legitimate interests (or those of any third party), this interest will normally be to operate our Platform and services, manage our relationship with you and communicate with you as necessary to provide our services to you and for our legitimate commercial interest, for instance, when responding to your queries, improving our Platform and our services, undertaking marketing, or for the purposes of ensuring the security of our Platform and services and detecting or preventing illegal activities such as fraud
0	We may have other legitimate interests and if appropriate we will make clear to you at the relevant time what those legitimate interests are.
0	  If we ask you to provide personal information to comply with a legal requirement or to enter into a contract with you, we will make this clear at the relevant time
0	We will advise you whether the provision of your personal information is mandatory or not (as well as of the possible consequences if you do not provide your personal information)
0	In some instances, you may be required to provide us with personal information for processing as described above, in order for us to be able to provide you all of our services, and for you to use all the features of our Platform.
0	  If you have questions about or need further information concerning the legal basis on which we collect and use your personal information, please contact us using the contact details provided under section H
0	HOW TO CONTACT US  below.
0	      International transfers of personal information
0	  In connection with our provision of the Platform and its connected services, we may transfer your personal information to countries outside of the EEA, including to countries that may not provide the same level of data protection as your home country such as the United States and China
0	We take appropriate steps to ensure that recipients of your personal information are bound to duties of confidentiality and we implement appropriate measures to ensure your personal information will remain protected in accordance with this Privacy Policy, such as standard contractual clauses
0	A copy of those clauses can be requested from DataProtection@service.alibaba.com.
0	      Your rights
0	  If you are a resident of the EEA, you also have the following data protection rights, which you can exercise at any time by contacting us using the contact details provided under section H
0	HOW TO CONTACT US   below:
8	The right to access, correct, update or request deletion of your personal information. 
10	The right to object to processing of your personal information when it is based on our legitimate interests, and separately the right to object to direct marketing.
9	The right to ask us, in some situations, to restrict processing of your personal information or request portability of your personal information.
0	  The right to opt-out of marketing communications we send you at any time
0	You can exercise this right by clicking on the ※unsubscribe§ or ※opt-out§ link in the marketing e-mails we send you
0	 To opt-out of other forms of marketing (such as postal marketing or telemarketing), then please contact us using the contact details provided under section H
0	HOW TO CONTACT US  below.
0	  If we have collected and process your personal information with your consent, then you have the right to withdraw your consent at any time
0	Withdrawing your consent will not affect the lawfulness of any processing we conducted prior to your withdrawal, nor will it affect processing of your personal information conducted in reliance on lawful processing grounds other than consent.
0	 The right to complain to a data protection authority about our collection and use of your personal information
0	For more information, please contact your local data protection authority.
0	    We respond to all requests we receive from individuals wishing to exercise their data protection rights in accordance with applicable data protection laws.
0	If you are aware of changes or inaccuracies in your information, you should inform us of such changes so that our records may be updated or corrected.
0	        H
0	HOW TO CONTACT US
0	  If you have any requests, questions or concerns about our use of your personal information and this Privacy Policy, please contact us at DataProtection@service.alibaba.com.
0	      I
0	  If there is any conflict between the English version and another language version of this Privacy Policy, the English version shall prevail.
0	              PART B: Old Version (Effective as of May 25, 2018) 
0	  Privacy Policy
0	  Table of Contents
0	COLLECTION OF INFORMATION..
0	USE OF PERSONAL DATA.
0	DISCLOSURE OF PERSONAL DATA.
0	RIGHTS REGARDING PERSONAL DATA.
0	CHANGES TO THIS PRIVACY POLICY.
0	VISITORS FROM THE EUROPEAN UNION.
0	Legal Basis for Data Processing
0	International Transfers of Personal Data
0	HOW TO CONTACT US
0	    Aliexpress.com and Alibaba.com (each a Site, together the Sites) recognize the importance of privacy as well as the importance of maintaining the confidentiality of personal information
0	This Privacy Policy applies to all products and services provided by us and sets out how we collect, use and disclose information in relation to users of the Sites
0	 This Privacy Policy also applies to use of our services and products via a mobile device, either through mobile applications or mobile-optimized websites.
0	  All capitalized terms not defined in this document shall have the meanings ascribed to them in the Terms of Use of the Sites, which can be found here
0	  A
0	COLLECTION OF INFORMATION
0	  Your privacy is important to us and we have taken steps to ensure that we do not collect more information from you than is necessary for us to provide you with our services and to protect your account:
1	Information including user name, address, phone number, and email address, will be collected at the time of user registration on the Sites. 
1	If you are registering an AliExpress account through social media platforms such as Facebook or Twitter, we may collect your account name and profile photo at those platforms. 
1	If you choose to answer our supplemental questionnaires for registered members, we may also collect marital status, nationality, gender, date and/or year of birth, annual income, monthly spending and user preferences. 
0	 If you prefer not to provide such information, the use of our services and products will not be affected.
1	If you are registered as a seller or service provider, in addition to the information mentioned above, we may also collect your identity information, tax registration number and information about your business, such as the information about your business license.
0	  If you are successfully certified by AliExpress as a blogger or an influencer, in addition to the information mentioned above, we may also collect your live stream videos, your social media account names and profile photos, and posts or comments made by the Site＊s members.
1	If you contact our customer service, we may record your conversation with us and collect additional information to verify your identity.
0	  In connection with any transaction and payment services, or services under our buyer protection schemes, information, including but not limited to, bank account numbers, billing and delivery information, credit/debit card numbers, expiration dates and security code and tracking information from cheques or money orders may be collected to facilitate the sale and purchase as well as the settlement of purchase price of the products or services transacted on or procured through the Sites.
0	  We record details of users＊ activities on the Sites
0	Information relating to such transactions (including, but not limited to, the types and specifications of the goods, pricing and delivery information, any dispute records and any information disclosed in any discussion forum)  may be collected when transactions are conducted on or facilitated through the Sites.
0	  From time to time, we collect information about our users and prospective users during trade shows, industry events and other functions
1	The information we may collect at these events includes, but not limits to, user name, address, phone number, fax number and email address.
1	We record users' buying and browsing activities on our platform including but not limited to IP addresses, browsing patterns, buyer behavioral patterns and equipment information. 
1	In addition, we gather statistical information about the Sites and visitors to the Sites including, but not limited to, IP addresses, browser software, operating system, software and hardware attributes, pages viewed, number of sessions and unique visitors.
0	  Certain data we collect may be defined as personal data under applicable data protection law (※Personal Data§)
1	To enable us to provide our services and products to users, users need to provide certain categories of data (which may include Personal Data), such as user name, address, phone number, and email address. 
1	If certain data is required, we will let you know at the time of collection.
0	 In the event that users do not provide sufficient data marked as necessary, we may not be able to complete the registration process or provide certain products or services
0	USE OF PERSONAL DATA
0	We collect and use your Personal Data for the following purposes:
0	  verifying your identity;
0	  verifying your eligibility to register as a user of the Sites or become a blogger or an influencer of the Sites;
0	  processing your registration as a user, providing you with a log-in ID for the Sites and maintaining and managing your registration;
0	  providing you with customer service and responding to your queries, feedback, claims or disputes;
0	  facilitating communication between buyers and sellers on the Sites, processing transactions and payments, assessing advance withdrawal requests from sellers and providing delivery services;
0	  assessing account security and transaction risks of members, detecting and preventing fraud and other security incidents;
0	  personalizing our communication with you based on your browsing records, equipment information we collected and your order history, and performing research or statistical analysis in order to improve the content and layout of the Sites, and to improve our product offerings and services, including, for example, using anonymized data for machine learning purposes;
0	  identifying, developing and marketing products and services that we believe you will value, including across browsers and devices, in accordance with applicable laws
0	Cookies or other similar technologies may be used to provide you with advertising based upon your browsing activities and interests (see section E
0	 Where we are required by applicable law, we will seek your consent prior to sending you communications for marketing purposes; and
0	  We may also use your Personal Data for other purposes that are not incompatible with the purposes we have disclosed to you (such as archiving purposes in the public interest, scientific or historical research purposes, or statistical purposes) if and where this is permitted by applicable data protection laws.
0	  C
0	DISCLOSURE OF PERSONAL DATA
0	  We may disclose and transfer (whether within or outside the jurisdiction of the Alibaba entity that is the controller) your Personal Data to our partners and to service providers engaged by us to assist us to provide services to you or who otherwise process Personal Data for purposes described in this Privacy Policy or notified to you when we collect your Personal Data
0	 Examples of these partners or service providers include:
0	  our business partners (for example, in order for them to provide you with discounts or offers that may interest you);
0	  marketing platforms, such as Google, Twitter, Facebook, Instagram, and VKontakte, and providers of analytics services relating to users＊ behavior, in order to tailor the content you see when visiting our Sites
0	 These marketing platforms may combine information they collect on our Sites with data on their platforms and data they collect from other websites or through other sources in order to conduct targeted advertising
0	 The activities of these third party marketing platforms are governed by their own privacy policies, not this Privacy Policy;
0	  payment service providers to assist with payment for transactions or providing withdrawing service for sellers
0	 The activities of payment service providers may be governed by their own privacy policies, not this Privacy Policy;
0	  credit risk assessment providers to conduct risk assessment on sellers to determine whether a seller can be permitted to make an advance withdrawal;
0	  logistics partners for providing delivery services for buyers, including return and exchange of products, and warehousing services for sellers;
0	  custom agents for customs clearances purposes;
0	  cloud computing service providers to provide cloud storage services;
0	  warranty service providers to provide warranty services;
0	  customer service providers to provide after-sale services; and
0	  risk control service providers to assess the security of members＊ accounts and transaction risks.
0	  These Service Providers must abide by our data privacy and security requirements and are only permitted to use your Personal Data in connection with the purposes specified above, and not for their own purposes.
0	  For the purposes specified above, we may share your Personal Data with affiliated companies in the Alibaba Group and/or their designated Service Providers, which comprises a group of companies operating leading online and mobile marketplaces in consumer and business-to-business commerce, as well as cloud computing and other services
0	  When we believe it is necessary to comply with applicable laws or to exercise, establish or defend our legal rights or protect your vital interests or those of any other person, we may also disclose and transfer your Personal Data to our professional advisers, law enforcement agencies, insurers, government and regulatory and other organizations, or as otherwise required or permitted by applicable laws.
0	We may disclose your Personal Data to an actual or potential buyer (and its agents and advisers) in connection with any actual or proposed purchase, merger or acquisition of any part of our business, provided that we inform the buyer it must use your Personal Data only for the purposes disclosed in this Privacy Policy.
0	  We may also disclose your Personal Data to any other person with your consent to the disclosure
3	We retain your Personal Data as long as we have an ongoing legitimate business need to do so for example to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws.
0	  Information you submit to the Sites for publication may be made publicly available on the Sites and therefore accessible by any internet user
0	You should exercise caution when deciding what information you submit to us for publication.
0	   We may provide aggregated or anonymized data to third parties, but when we do so, the information we share is in a de-identified format that does not personally identify you
0	  We have established relationships with other parties and websites to offer you the benefit of products and services which we do not offer
0	We offer you access to these other parties and their websites either through the use of hyperlinks to these sites from our Sites or through offering co-branded sites in which both we and other parties share the same uniform resource locator (URL), domain name or pages within a domain name on the Internet
0	In some cases you may be required to submit Personal Data to register or apply for products or services provided by such third parties or co-branded partners
0	This Privacy Policy does not apply to these third party sites or co-branded sites
0	The privacy policies of those other parties may differ from ours, and we have no control over the information that you submit to those third parties
0	You should read the relevant privacy policy for those third party sites and co-branded sites before responding to any offers, products or services advertised by those parties
0	  D
0	RIGHTS REGARDING PERSONAL DATA
0	  Under the applicable laws, you may have the rights of access to Personal Data held by us and other rights
0	 If you are a Visitor from the European Union, please refer to section I
0	VISITORS FROM THE EUROPEAN UNION below for more information.
5	If you have any questions regarding this Privacy Policy or if you wish to access or correct your Personal Data, you may send your request to DataProtection.AE@aliexpress.com (for AliExpress.com users) or DataProtection@service.alibaba.com (for Alibaba.com users).
0	If and to the extent permitted by applicable law, we may charge you a fee for the processing of any request you make regarding your Personal Data.
0	  E
0	  We use cookies to store specific information about you and track your visits to the Sites, either through a compute or via a mobile device
0	It is not uncommon for websites to use cookies to enhance identification of their visitors
0	  A cookie is a small amount of data that is sent to your browser and stored on your computer's or mobile device＊s hard drive
0	If you do not de-activate or erase the cookie, each time you use the same browser or mobile device to access the Sites, our web servers will be notified of your visit to the Sites and in turn we may have knowledge of your visit and the pattern of your usage
0	 The cookies will enable us to remember your information so you do not have to re-enter it every time you use the Site.
0	  In addition, we use cookies to manage the security of our Sites, to gather information about usage by users; to research visiting patterns and conduct interest-based advertising; to assist our partners to track user visits to the Sites and process orders; and to track progress and participation in promotions.
0	  For these additional purposes identified above, you can determine if and how a cookie will be accepted by configuring the privacy setting of the browser you are using to access the Sites or the privacy setting of your mobile device
0	As the means by which you can refuse cookies through your web browser controls vary from browser-to-browser, you should visit your browser's help menu for more information
0	If you adjust the privacy setting in the browser, your mobile device will continue collecting data unless you adjust the privacy setting of the device, and vice versa.
0	  You have the right to decide whether to accept or reject cookies
0	If you choose to set your web browser controls to reject cookies, you may still use our website though your access to some functionality and areas of our website may be restricted.
0	  In addition, most advertising networks offer you a way to opt out of targeted advertising
0	 If you would like to find out more information, please visit http://www.aboutads.info/choices/ or http://www.youronlinechoices.com
0	Certain features of the Site depend on cookies
0	Please be aware that if you choose to block cookies, you may not be able to sign in or use those features, and preferences that are dependent on cookies may be lost
0	  We use two types of cookies: session cookies (which are erased once you close the browser or shut down the device) and persistent cookies (which remain even after closing the browser or shutting down the device/application and which are activated each time you visit the Sites)
0	 The session cookies use encrypted data to unambiguously authenticate you
0	The persistent cookies do not store account numbers or passwords.
0	  We use both first party cookies (cookies that are set by us at Alibaba and serve mainly to enable basic functionality on our Sites, including web analytics cookies that help us understand how users use our web pages and how we can improve their use) and third party cookies (these cookies are not set by Alibaba, but by our selected partners).
0	  In addition we also use social media cookies
0	Some pages on our Sites allow you to share content through social media such as Facebook and Twitter
0	Sometimes we embed videos from websites like YouTube
0	These websites set their own cookies on which we have no influence
0	To refuse their cookies, please follow the instructions on their websites
0	In addition, these websites have their own privacy policy, which you can find on the respective websites.
0	  Below we briefly identify the cookies we use on our Sites:
0	  Provider
0	_ga, _gat, _utma, _utmb, _utmc, _utmt, _utmz
0	Helps us assess how users interact with the content of the web pages so we can improve our website
0	The cookies are installed by a tool called Google Analytics
0	For more details please consult: https://developers.google.com/analytics/devguides/collection/analyticsjs/cookie-usage
0	ali_beacon_id, ali_apache_id, ali_apache_track
0	Generates and allocates an ID which we assign to you to verify behaviour on the Sites
0	Generates and allocates an ID which we assign to you to verify behaviour on the Sites
0	cna, isg, l
0	Generates and allocates an ID which we assign to you to verify behaviour on the Sites
0	xman_f, xman_us_f, aep_common_f
0	Generates a tag that shows a user's login status and how data is shown to the user
0	Generates a tag that shows a user's login status and how data is shown to the user
0	Sets the location, region and currency, according to user settings
0	Generates a temporary tag to identify a session in the browser
0	Sets the location, region and currency, according to user settings, mainly for Aliexpress and Alibaba compatibility
0	Generates and allocates an ID which we assign to you to track affiliate links
0	Sets the location, region and currency, according to user settings, mainly for Aliexpress and Alibaba compatibility
0	  Google Analytics
0	  Our Sites uses Google Analytics, an internet analytics service provided by Google, Inc., 1600 Amphitheater Parkway Mountain View, California, 94043, USA (Google)
0	Google Analytics uses cookies, which are text files that are stored on your computer and used to analyze the use of the Sites
0	For example, Google's cookies allow us to tell us which pages our users are viewing, which ones are most popular, what time of day our Sites are visited, if users have previously visited our Sites, from which website users are redirected to our Sites were and the like
0	The data generated by the cookie about your use of the Sites will be transmitted to Google and stored by Google on servers in the United States.
0	  The website uses an anonymization tool of IP addresses so that the IP addresses are truncated within the territory of the Member States of the European Union and the other members of the agreement on the European Economic Area
0	The non-truncated IP address are only exceptionally transmitted to Google＊s servers in the US and then truncated there.
0	  Google uses the data on behalf of the website operator to evaluate your use of the website, to compile reports on website activity for the website operators and for other website activity and internet usage services
0	Google may disclose this information to third parties under the terms of the law or for further processing by third parties on behalf of Google.
0	  For more information about Google Analytics cookies, visit the Google Help pages and Privacy Policy:
0	  Google Privacy Policy: https://policies.google.com/privacy
0	Google Analytics Help Center: https://developers.google.com/analytics/devguides/collection/analyticsjs/cookie-usage
0	  The IP address that your browser will pass on to Google Analytics will not be associated with any other data stored by Google
0	Through your browser settings, you can block cookies; however, this can lead to problems with the use of some functionalities of the website
0	Through the add-on Google Analytics Opt-out you can through your current web browser opt-out to the use of Google Analytics from then on: http://tools.google.com/dlpage/gaoptout?hl=en .
0	  More information can be found here: https://support.google.com/analytics/answer/6004245 .
0	  F
0	  The Sites and their contents are not targeted to minors (those under the age of 18) and we do not intend to sell any of our products or services to minors
0	If a minor has provided us with Personal Data without parental or guardian consent, the parent or guardian should contact DataProtection.AE@aliexpress.com (for AliExpress.com users) or DataProtection@service.alibaba.com (for Alibaba.com users) to remove the information.
0	  G
0	  We employ commercially reasonable security methods to prevent unauthorized access to the Sites, to maintain data accuracy and to ensure the correct use of the information we hold.
0	  For registered users of the Sites, some of your information can be viewed and edited through your account, which is protected by a password
0	We recommend that you do not divulge your password to anyone
0	Our personnel will never ask you for your password in an unsolicited phone call or in an unsolicited email
0	If you share a computer with others, you should not choose to save your log-in information (e.g., user ID and password) on that shared computer
0	Remember to sign out of your account and close your browser window when you have finished your session.
0	  No data transmission over the internet or any wireless network can be guaranteed to be perfectly secure
0	As a result, while we try to protect the information we hold for you, we cannot guarantee the security of any information you transmit to us and you do so at your own risk.
0	  H
0	CHANGES TO THIS PRIVACY POLICY
0	  We may update this Privacy Policy from time to time in response to changing legal, technical or business developments
0	When we update our Privacy Policy, we will take appropriate measures to inform you, consistent with the significance of the changes we make
0	 We will obtain your consent to any material Privacy Policy changes if and where this is required by applicable data protection laws.
0	  Any changes to this Privacy Policy will be communicated by us posting an amended Privacy Policy on the Sites
0	Once posted on the Sites, the new Privacy Policy will be effective immediately
0	You can see when this Privacy Notice was last updated by checking the ※last updated§ date displayed at the top of this Privacy Notice
0	  I
0	VISITORS FROM THE EUROPEAN UNION
0	  This section of the Privacy Policy applies only if you use our Sites or services covered by this Privacy Policy from a country that is a Member State of the European Union, and supplements the information in this Privacy Policy.
0	If you are in the EEA your controller is Alibaba.com Singapore E-Commerce Private Limited (incorporated in Singapore with Company Reg
0	For contact details, please see section J
0	HOW TO CONTACT US  below.
0	  Legal Basis for Data Processing
0	We process Personal Data for the purposes set out in this Privacy Policy, as described above
0	Our legal basis to process Personal Data will depend on the Personal Data concerned and the specific context in which we collect it
0	However, we will normally collect and process Personal Data about you only where it is: necessary for the performance of any contract between you and Alibaba.com Singapore E-Commerce Private Limited (for example, to provide you with the services you request and to identify and authenticate you so you may use the Sites); necessary to comply with legal requirements (for example, to comply with applicable accounting rules and to make mandatory disclosures to law enforcement); necessary for our legitimate interests and not overridden by your rights; and/or where it is based on your consent .
0	If we collect and use your Personal Data in reliance on our legitimate interests (or those of any third party), this interest will normally be to operate our Sites and services, manage our relationship with you and communicate with you as necessary to provide our services to you and for our legitimate commercial interest, for instance, when responding to your queries, improving our Sites and our services, undertaking marketing, or for the purposes of ensuring the security of our Sites and services and detecting or preventing illegal activities such as fraud
0	We may have other legitimate interests and if appropriate we will make clear to you at the relevant time what those legitimate interests are.
0	If we ask you to provide Personal Data to comply with a legal requirement or to enter into a contract with you, we will make this clear at the relevant time and advise you whether the provision of your Personal Data is mandatory or not (as well as of the possible consequences if you do not provide your Personal Data)
0	In some instances, you may be required to provide us with Personal Data for processing as described above, in order for us to be able to provide you all of our services, and for you to use all the features of our Sites.
0	We retain your Personal Data as long as we have an ongoing legitimate business need to do so for example to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws
0	When we have no ongoing legitimate business need to process your Personal Data, we will either delete or anonymise it or, if this is not possible (for example, because your Personal Data has been stored in backup archives), then we will securely store your Personal Data and isolate it from any further processing until deletion is possible.
